date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:29:32	22339/22339	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Dec%202019%2017:59:36%20GMT	http://www.nurseitmukaytegin.com/envato-templates/xen/project.html	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/project.html	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:36	38190/38190	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Dec%202019%2017:59:38%20GMT	http://www.nurseitmukaytegin.com/envato-templates/xen/blog.html	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/blog.html	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:38	36423/36423	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Dec%202019%2017:59:42%20GMT	http://www.nurseitmukaytegin.com/envato-templates/xen/single_post.html	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/single_post.html	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:45	134652/134652	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-20dfc%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/adolescent-adult-diversity-1034361.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/adolescent-adult-diversity-1034361.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:45	132492/132492	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-2058c%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/bald-casual-facial-hair-1708528.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/bald-casual-facial-hair-1708528.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:46	19644/19644	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Dec%202019%2017:59:51%20GMT	http://www.nurseitmukaytegin.com/envato-templates/xen/contact.html	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/contact.html	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:29:57	146434/146434	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-23c02%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/art-artistic-artsy-1988681.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/art-artistic-artsy-1988681.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:02	148772/148772	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-24524%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/beautiful-black-close-up-1689731.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/beautiful-black-close-up-1689731.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:15	177750/177750	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-2b656%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/double-exposure-2390185_1920.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/double-exposure-2390185_1920.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:15	113991/113991	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3416-1bd47%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/pexels-photo-1619654.jpeg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/pexels-photo-1619654.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:16	189606/189606	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-2e4a6%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/bart-simpson-casual-close-up-1813947copy1.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/bart-simpson-casual-close-up-1813947copy1.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:18	5551/5551	---M--	200	added ('OK')	image/png	etag:%225d2b3414-15af%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/3eabc7ab-8bae-44f0-8389-0169389e38c2.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/3eabc7ab-8bae-44f0-8389-0169389e38c2.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:20	5231/5231	---M--	200	added ('OK')	image/png	etag:%225d2b3413-146f%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/1c4bfb0e-0b9f-4c19-ba5c-113fb0714514.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/1c4bfb0e-0b9f-4c19-ba5c-113fb0714514.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:21	117208/117208	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3416-1c9d8%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/audio-cassette-cassette-tape-1626481.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/audio-cassette-cassette-tape-1626481.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:21	5688/5688	---M--	200	added ('OK')	image/png	etag:%225d2b3414-1638%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/6b9fcb90-c595-432a-a97c-fcd318b74c04.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/6b9fcb90-c595-432a-a97c-fcd318b74c04.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:22	5443/5443	---M--	200	added ('OK')	image/png	etag:%225d2b3414-1543%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/699301b6-83ff-47f8-ad46-a6b871e79293.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/699301b6-83ff-47f8-ad46-a6b871e79293.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:23	5403/5403	---M--	200	added ('OK')	image/png	etag:%225d2b3414-151b%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/7d1fe64f-fbd7-4e5f-896d-6d79c91f29bf.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/7d1fe64f-fbd7-4e5f-896d-6d79c91f29bf.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:23	5320/5320	---M--	200	added ('OK')	image/png	etag:%225d2b3414-14c8%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/858e2e28-faae-441c-bd9c-5c490c72b562.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/858e2e28-faae-441c-bd9c-5c490c72b562.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:24	4582/4582	---M--	200	added ('OK')	image/png	etag:%225d2b3414-11e6%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/8b587214-bdcb-4d74-bb61-2480d1d15aa7.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/8b587214-bdcb-4d74-bb61-2480d1d15aa7.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:25	4340/4340	---M--	200	added ('OK')	image/png	etag:%225d2b3414-10f4%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/4b983c9a-759d-4921-ba60-dbbcaa702ee5.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/4b983c9a-759d-4921-ba60-dbbcaa702ee5.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:25	4343/4343	---M--	200	added ('OK')	image/png	etag:%225d2b3414-10f7%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/8f65e211-cd41-46dc-8c1d-ba228ac36eb9.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/8f65e211-cd41-46dc-8c1d-ba228ac36eb9.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:26	4158/4158	---M--	200	added ('OK')	image/png	etag:%225d2b3414-103e%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/9c30d6d6-6af9-4fb1-bed3-e5ea4df4c281.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/9c30d6d6-6af9-4fb1-bed3-e5ea4df4c281.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:26	77815/77815	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3416-12ff7%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/chocolate-delicious-dessert-890500.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/chocolate-delicious-dessert-890500.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:26	6133/6133	---M--	200	added ('OK')	image/png	etag:%225d2b3414-17f5%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/4731da4b-b2fb-4c10-aee7-c89484a5d473.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/4731da4b-b2fb-4c10-aee7-c89484a5d473.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:27	6027/6027	---M--	200	added ('OK')	image/png	etag:%225d2b3414-178b%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/69cb9e61-d0b8-4420-b8bd-454c9b9e1dc1.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/69cb9e61-d0b8-4420-b8bd-454c9b9e1dc1.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:27	3391/3391	---M--	200	added ('OK')	image/png	etag:%225d2b3414-d3f%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/492492b2-b7d9-4648-a164-f530ecd6321a.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/492492b2-b7d9-4648-a164-f530ecd6321a.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:27	3301/3301	---M--	200	added ('OK')	image/png	etag:%225d2b3414-ce5%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/9a6c570f-d03a-4806-9a30-dddc648707d9.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/9a6c570f-d03a-4806-9a30-dddc648707d9.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:28	4782/4782	---M--	200	added ('OK')	image/png	etag:%225d2b3414-12ae%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/b908b85c-f837-4dba-80cf-d961d6fcad29.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/b908b85c-f837-4dba-80cf-d961d6fcad29.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:28	4637/4637	---M--	200	added ('OK')	image/png	etag:%225d2b3414-121d%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/6e63c653-6997-42c6-b788-28e9fb6d15b7.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/6e63c653-6997-42c6-b788-28e9fb6d15b7.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:29	115105/115105	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3416-1c1a1%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/blur-close-up-equipment-1034651.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/projects/blur-close-up-equipment-1034651.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:29	8712/8712	---M--	200	added ('OK')	image/png	etag:%225d2b3414-2208%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d5f831cf-3fb0-490b-aadc-3591c8b64156.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d5f831cf-3fb0-490b-aadc-3591c8b64156.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:29	3575/3575	---M--	200	added ('OK')	image/png	etag:%225d2b3414-df7%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d51e13e6-1320-4227-8bc8-c36aaa82dffd.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d51e13e6-1320-4227-8bc8-c36aaa82dffd.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:29	8458/8458	---M--	200	added ('OK')	image/png	etag:%225d2b3413-210a%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/2ed0436b-e3ea-48aa-85ca-755de0719c9a.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/2ed0436b-e3ea-48aa-85ca-755de0719c9a.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:29	3404/3404	---M--	200	added ('OK')	image/png	etag:%225d2b3414-d4c%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/aed14647-8ecf-4fef-8274-737d79a7ede1.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/aed14647-8ecf-4fef-8274-737d79a7ede1.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:30	6427/6427	---M--	200	added ('OK')	image/png	etag:%225d2b3414-191b%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d383cf8d-abee-4290-810d-a965f6c0fa6c.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/d383cf8d-abee-4290-810d-a965f6c0fa6c.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:30	6252/6252	---M--	200	added ('OK')	image/png	etag:%225d2b3414-186c%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/7f7b6ede-3a3e-4e17-af25-f881c0121d63.png	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/clients/7f7b6ede-3a3e-4e17-af25-f881c0121d63.png	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:32	29666/29666	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3419-73e2%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/adult-beanie-black-background-1529350.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/adult-beanie-black-background-1529350.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:33	16748/16748	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3419-416c%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-428340.jpeg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-428340.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:34	18491/18491	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3419-483b%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-764529.jpeg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-764529.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:34	15763/15763	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3419-3d93%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-809433.jpeg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-809433.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:36	25159/25159	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3419-6247%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-894156.jpeg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/testimonials/pexels-photo-894156.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:54	103019/103019	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3412-1926b%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/art-blur-close-up-1826029.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/art-blur-close-up-1826029.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:55	131410/131410	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3413-20152%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/auto-automobile-automotive-358201.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/auto-automobile-automotive-358201.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:56	138029/138029	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3413-21b2d%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/bodypaint-female-girl-50595.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/blog/bodypaint-female-girl-50595.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:30:58	10414/10414	---M--	200	added ('OK')	application/javascript	etag:%225d2b340d-28ae%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/js/main.js	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/js/main.js	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:31:07	218043/218043	---M--	200	added ('OK')	image/jpeg	etag:%225d2b3411-353bb%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/business-calligraphy-chinese-lanterns-1455969.jpg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/images/backgrounds/business-calligraphy-chinese-lanterns-1455969.jpg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/)
23:31:09	69608/69608	---M--	200	added ('OK')	text/plain	etag:%224486570d-10fe8-58da47b1a6af0%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.woff2	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.woff2	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
23:31:17	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22447c6033-1eddc-58da47b153eb5%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.eot	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.eot	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
23:31:23	81612/81612	---M--	200	added ('OK')	text/plain	etag:%224480333d-13ecc-58da47b19e238%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.woff	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.woff	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
23:31:32	713576/713576	---M--	200	added ('OK')	image/svg+xml	etag:%225d2b340e-ae368%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.svg	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.svg	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
23:31:35	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22447c6033-1eddc-58da47b153eb5%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400.eot?	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-brands-400d41d.eot	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
23:31:38	14844/14844	---M--	200	added ('OK')	text/plain	etag:%2244865730-39fc-58da47b1e56da%22	http://www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-regular-400.woff2	C:/stentor/stentoe/www.nurseitmukaytegin.com/envato-templates/xen/assets/webfonts/fa-regular-400.woff2	(from http://www.nurseitmukaytegin.com/envato-templates/xen/assets/css/plugins.css)
